titulo,sinopse,direcao,ano,duracao,uf,link_filme,link_base,codigo,obs,fonte,cartaz,raspagem
O relógio e a bomba e os outros 500,"Registro dos acontecimentos oficiais e extra-oficiais em Porto Seguro, por ocasião da celebração dos 500 Anos do Descobrimento do Brasil pelos Portugueses.",Cireneu Kuhn,2000,22,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/476,476,,Site Curtagora (curtagora.com),,29/08/2023 12:16:27
O sal,(não disponível),Juan Soler,2000,33,Rio Grande do N,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1225,1225,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:27
O Vale,"""O filme retrata a ocupação do Vale do Paraíba, que destruiu uma floresta para dar lugar a uma lavoura de café."" (ALSN/DFB-LM)",João Moreira Salles,2000,56,Rio de Janeiro,https://www.youtube.com/watch?v=g5m7F-kwR9g,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3343,3343,,Cinemateca Brasileira (http://cinemateca.gov.br),,29/08/2023 12:16:28
Olho da Rua,"O cotidiano de personagens que fazem das ruas da cidade do Rio de Janeiro seu local de trabalho, transformando o espaço público em atelier, estúdio, palco, oficina, balcão, terreiro ou local de comércio.",,2000,82,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2165,2165,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:16:28
Olhos Pasmados,"A dor, a miséria, o abandono. Rugas. Um documentário experimental que trata dos problemas da velhice, tendo como ponto de partida um poema de Rimbaud.",Jurandir Muller,2000,10,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1247,1247,,Site Associação Cultural Videobrasil (site.videobrasil.org.br),,29/08/2023 12:16:28
Oratórios de Minas,Programa Mundo da Arte sobre a tradição dos oratórios em MG.,Amilcar Claro,2000,23,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/132,132,,Site Curtagora (curtagora.com),,29/08/2023 12:16:29
Oriki,Os orikis para Iemanjá na cultura popular da Bahia. Oriki é uma forma poética ioruba utilizada nas saudações aos deuses.,Jorge Alfredo,2000,15,Bahi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1173,1173,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:29
Ovo de Galinha,"Documentário gravado com os internos do Juliano Moreira, o maior hospital psiquiátrico da Bahia, que questiona os parâmetros usados para definir a loucura. O filme revela pacientes aparentemente lúcidos, criando a discussão sobre o que os levou à privação",Renata Rezende,2000,5,Bahi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2006,2006,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:29
Palavra De Mulher,"Documentário que registra a participação das mulheres brasileiras na preparação da IV Conferência Mundial da Mulher, realizada em Beijing – China em 1995. O registro começa no Rio de Janeiro e acompanha as atividades das Conferências nas cidades de Hoairou e Beijing.",Eunice Gutman,2000,75,,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2522,2522,,Eunicegutman (http://eunicegutman.wordpress.com/2012/07/25/filmografia/),,29/08/2023 12:16:29
Parece Não,"Parece uma casa, parece um casal. O documentário PARECE NÃO mostra a vida dos moradores de trens abandonados.",Celina Lerner,2000,8,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/443,443,,Site Curtagora (curtagora.com),,29/08/2023 12:16:30
Passado Presente,"Faz uma abordagem sobre a imigração pomerana no estado do Espírito Santo, que começou a chegar na região na segunda metade do século XIX. Estes imigrantes se estabeleceram numa região remota e montanhosa permanecendo isolados durante quase cem anos. Por esta razão eles conseguirram preservar suas tradições e principalemnte seu dialeto, o pomerano. O documentário é uma viagem no tempo e na história de um povo e tem como foco, principalmente, a preservação de uma cultura que já não existe mais em seu lugar de origem.",Luiz Eduardo Lerina,2000,58,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1425,1425,,Site Curtagora (curtagora.com),,29/08/2023 12:16:30
Pedaços de um Pedaço,Testemunhais de pessoas que viveram a sua juventude no final dos anos 70. São ex-integrantes do Grupo Refazendo da USP e da Turma do Barão. As lembranças são marcadas pelo antes e o pós-droga.,Luciana Rodrigues,2000,16,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1384,1384,,Site Curtagora (curtagora.com),,29/08/2023 12:16:31
Pedro Oliveira – o cego que viu o mar,"Perfil do lendário cantador Cego Oliveira (1905-1997), um dos últimos rabequeiros menestréis dos sertões nordestinos.",Rosemberg Cariry,2000,21,Ceará,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2128,2128,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:31
Pidmu - Programa Infância Desfavorecida no Meio Ur,"Criado no âmbito de cooperação entre a União Européia e o Brasil, o PIDMU - Programa Infância Desfavorecida no Meio Urbano - tem como objetivo principal melhorar as condições de vida de crianças e adolescentes que se encontram em situação de vulnerabilida",Eduardo Coutinho,2000,26,"Pernambuco, Rio de Janei",,http://documentariobrasileiro.com.br/catalogo/filme/codigo/673,673,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:31
Porrada,"Internos do Instituto Philippe Pinel encenam o quadro do exame de DNA do Programa do Ratinho. Este curta-metragem foi realizado para uma exposição com curadoria de Marcelo Dantas sobre os 50 anos da televisão brasileira, filmado pela equipe da TV Pinel, no Rio de Janeiro.",Eduardo Coutinho,2000,5,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2844,2844,,Porta Curtas (http://portacurtas.org.br/filme/?name=porrada),,29/08/2023 12:16:32
Presente dos Deuses,"Documentário que explora o universo de cinco vigilantes do Museu do Paço Imperial e do Espaço Cultural Sírio Porto, mostrando o trabalho que a arte desempenha no cotidiano destes funcionários.",Ana Teresa Reynaud,2000,18,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/197,197,,Catálogo do Festival Internacional de Documentários É Tudo Ver,,29/08/2023 12:16:32
Quem é Bardi?,"O lado descontraído e surpreendente de Pietro Maria Bardi, que entrou para a história como o italiano que trouxe o melhor da arte para o Brasil.",José Roberto Aguilar,2000,28,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1209,1209,,Site Curtagora (curtagora.com),,29/08/2023 12:16:32
Raiz Forte,"Pedro, Luísa, Sônia, Antônio... Pessoas que se aproximaram do Movimento dos Trabalhadores Sem Terra (MST), buscando um pedaço de chão, uma vida mais digna, um caminho para a construção de uma sociedade mais justa. A partir das lembranças e do cotidiano desses cidadãos que optaram por fazer, de suas vidas, luta pela terra, o documentário esboça um retrato do MST.",Aline Sasahara,2000,42,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/99,99,,Site Curtagora (curtagora.com),,29/08/2023 12:16:33
Renée Gumiel - A Vida pela dança,Programa Mundo da arte sobre a bailarina Renée Gumiel.,Maria Ester Rabello,2000,30,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1566,1566,,Site Curtagora (curtagora.com),,29/08/2023 12:16:33
Renda de Bilro - Herança Açoriana,"Programa Mundo da Arte sobre as rendeiras de bilro da Lagoa da Conceição, em Florianópolis.",Maria Ester Rabello,2000,30,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1565,1565,,Site Curtagora (curtagora.com),,29/08/2023 12:16:33
Retrato Primeiro,"Goiás mostrada mais Humanidade do que Patrimônio; através das referências culturais se constitui o retrato primeiro de uma cidade de inegável valor, não só para a cultura do Centro-Oeste como para o resto do Brasil.",Waldir Pina,2000,32,Distrito Federal,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2412,2412,,Site Curtagora (curtagora.com),,29/08/2023 12:16:34
"Rio Pardo, Rio Vivo","Documentário sobre a bacia hidrográfica do Rio Pardo, destinado a atividades educativas do Núcleo Regional de Educação Ambiental.",Oscar Motta Mello,2000,12,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1848,1848,,Site Curtagora (curtagora.com),,29/08/2023 12:16:34
Rubens Matuck - A aquarela no Brasil,Um vídeo sobre o processo de criação e a obra de Rubens Matuck.,Maria Ester Rabello,2000,30,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1567,1567,,Site Curtagora (curtagora.com),,29/08/2023 12:16:35
Rus Tropique,"Histórias dos imigrantes russos do Rio de Janeiro, testemunhas dos mais significativos eventos do século 20: Revolução Russa e Segunda Guerra Mundial.",Sônia Branco,2000,14,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/2211,2211,,Site Curtagora (curtagora.com),,29/08/2023 12:16:35
Samba,Um documentário sobre a dança do samba filmado com as/os passistas da Mangueira.,Theresa Jessouroun,2000,54,Rio de Janeiro,https://www.youtube.com/watch?v=KePvcXRkYd0,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4241,4241,,Youtub,,29/08/2023 12:16:35
Santa Cruz,"""O filme mostra o surgimento e o desenvolvimento de uma igreja evangélica no subúrbio carioca de Santa Cruz."" (ALSN/DFB-LM)",João Moreira Salles,2000,62,Rio de Janeiro,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/3344,3344,,Cinemateca Brasileira (http://cinemateca.gov.br),,29/08/2023 12:16:36
São Luís caleidoscópio,"Olhar apaixonado sobre a cidade de São Luís do Maranhão: uma explosão de luzes, cores e ritmos.",Hermano Figueiredo,2000,8,"Alagoas, Maranhã",,http://documentariobrasileiro.com.br/catalogo/filme/codigo/995,995,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:36
Sebastião Salgado - Cidadão do Mundo,Documentário sobre o fotógrafo brasileiro Sebastião Salgado.,Aline Sasahara,2000,50,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/98,98,,Site Curtagora (curtagora.com),,29/08/2023 12:16:36
Secos e Molhados,"""O documentário 'Secos E Molhados' mostra a importância do barco do 'Seu Lourenço', não só para o abastecimento da região, mas também como um evento social, um instrumento de sociabilidade da população ribeirinha. Através do barco e das relações que ali se estabelecem, o vídeo documenta os hábitos, as crenças e parte da cultura do povo que vive às margens do rio São Francisco "". (MFL/2004)",Armando Mendz,2000,54,Minas Gerai,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/4061,4061,,Cinemateca Brasileira (http://cinemateca.gov.br),,29/08/2023 12:16:37
Sexo-verdade,"Num programa brega de TV, com go-go boys dançando ao fundo, a apresentadora Edméia (Lucienne Vianna) entrevista o famoso crítico de cinema Eriberto Carvalho (Guará Rodrigues); em pauta, o erotismo no cinema  mineiro, desde as cenas maliciosas da era muda até os filmes mais explícitos em curtas de produção recente.",Luiz Nazario,2000,28,Minas Gerai,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1438,1438,,Site Curtagora (curtagora.com),,29/08/2023 12:16:37
Silva,"Sistematizados há 4.000 anos por Aristóteles, os três atos teatrais ainda mostram a maneira mais eficiente de se contar um estória.",Beto Sporkens,2000,10,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/348,348,,Site Curtagora (curtagora.com),,29/08/2023 12:16:37
Standards,"Diário de viagem que cobre partes dos Estados Unidos, da Europa e da América Latina. Misturando os conceitos de standard (padrão) com fato e ficção, o trabalho explora o estado da cultura em nosso milênio. Como vemos, o relógio atômico do Instituto Nacional de Standards pode sincronizar o mundo, mas, entre as batidas, a estranheza reina. Oferecendo um mistura de perspectivas subjetivas, locais e globais, ""Standards"" constitui estudos culturais audiovisuais em forma condensada.",Dan Boord,2000,26,,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1407,1407,,Site Curtagora (curtagora.com),,29/08/2023 12:16:38
Talk to Me,"Um helicóptero sobrevoa São Paulo, a maior cidade da América Latina, com 25 milhões de habitantes, ao som de uma trilha sonora que traz um diálogo fragmentado. O trabalho explora a tensão entre o público e o privado, justapondo uma visão macro de uma grande cidade contra a visão micro de uma situação doméstica. Dessa maneira, anuncia as contradições entre estas duas perspectivas.",Camila Sposati,2000,3,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/374,374,,Site Curtagora (curtagora.com),,29/08/2023 12:16:38
"Testemunhas silenciosas, ruínas do Recôncavo","Documentário integrante do Projeto de Mapeamento Cultural e Paisagístico da Bahia, desenvolvido pelo Instituto de Radiodifusão Educativa da Bahia/TV Educativa (IRDEB/TVE). O vídeo apresenta uma viagem estética através das ruínas do Recôncavo Baiano, resga",Claude Santos,2000,43,Bahi,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/484,484,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:38
Timor Lorosae - O Nascimento de uma Nação,O esforço dos timorenses para a construção de um país que se tornou independente após 25 anos de dominação indonésia e que foi praticamente destruído pela ação das milícias contrárias à libertação.,Paulo Markun,2000,57,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1899,1899,,Site Curtagora (curtagora.com),,29/08/2023 12:16:39
To ligada,"Importância sociocultural da televisão na vida dos brasileiros, no momento em que este veículo completa meio século no país.",Katia Mesel,2000,6,Pernambuc,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1296,1296,,"Livro Documentário Nordestino: mapeamento, história e anál",,29/08/2023 12:16:39
Tom Zé ou Quem Irá Colocar uma Dinamite na Cabeça do Século? ,Retrato estético do cantor e compositor Tom Zé.,Carla Gallo,2000,52,São Paulo,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/389,389,,Site Curtagora (curtagora.com),,29/08/2023 12:16:39
Trip,"Uma viagem no universo das artes plásticas, com citações de artistas como Andy Warhol, Leonardo da Vinci, Carmela Gross e Ricardo Basbaum.",Orlando da Rosa Farya,2000,2,írito San,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/1844,1844,,Site Curtagora (curtagora.com),,29/08/2023 12:16:40
Um Sonho de Ícaro,"Neste fim de milênio Ícaro já poderia ter seu sonho realizado, através do vôo livre. Mas para onde ele iria?",Dirceu Lustosa,2000,10,Distrito Federal,,http://documentariobrasileiro.com.br/catalogo/filme/codigo/618,618,,Site Curtagora (curtagora.com),,29/08/2023 12:16:40
